PARCELID,zonecode
M240190005100,UR
M240190005200,UR
M240190005000,UR
M240190004900,UR
M240190004800,UR
M240190004700,UR
M240190004600,UR
M240190004500,UR
M240190004400,UR
M240190004300,UR
M240190004200,UR
M240190004100,UR
M240190004000,UR
M240170009601,UR
M240170009600,UR
M240180003100,UR
M240180003200,UR
M240180003300,UR
M240180003400,UR
M240180003500,UR
M240180003600,UR
M240180003700,UR
M240180004100,UR
M240180004000,UR
M240180004200,UR
M240180004300,UR
M240180004400,UR
M240180005100,UR
M240180005000,UR
M240180004900,UR
M240180004800,UR
M240180004700,UR
M240180004600,UR
M240180004500,UR
M240250009200,SR
M240250009300,SR
M240240002200,SR
M240250009200,SR
M240250009300,SR
M240210002800,UR
M240210002700,UR
M240210002600,UR
M240210002500,UR
M240210002400,UR
M240210002300,UR
M240210002100,UR
M240210002200,UR
M240210002000,UR
M240210001900,UR
M240210003100,UR
M240210003200,UR
M240210003300,UR
M240210003400,UR
M240210003500,UR
M240210003600,UR
M240210003700,UR
M240210003800,UR
M240210004900,UR
M240210004800,UR
M240210004700,UR
M240210004600,UR
M240210004500,UR
M240210004401,UR
M240210004400,UR
M240210004200,UR
M240210004100,UR
M240210004000,UR
M240210003900,UR
M240210001800,UR
M240210001700,UR
M240210001600,UR
M240210001500,CB
M240210001400,CB
M240210001100,UR
M240210001200,UR
M240210001000,UR
M240210000900,UR
M240210000800,UR
M240210000700,CB
M240210000600,CB
M240200005000,UR
M240200005100,UR
M240200005200,UR
M240200005300,UR
M240200005400,UR
M240200005500,UR
M240200005600,UR
M240200005700,UR
M240200005800,UR
M240200005900,UR
M240200009400,UR
M240200009300,UR
M240200009200,UR
M240200009100,UR
M240200009000,UR
M240200008900,UR
M240200008600,UR
M240200008700,UR
M240200008800,UR
M240200006000,UR
M240200006100,UR
M240200006200,UR
M240200006300,UR
M240200006400,UR
M240200006500,UR
M240200006600,UR
M240200006700,UR
M240200006800,UR
M240200006900,UR
M240200007000,UR
M240200007100,UR
M240200007200,UR
M240200007300,UR
M240200008500,UR
M240200008400,UR
M240200008300,UR
M240200008200,UR
M240200008100,UR
M240200008000,UR
M240200007900,UR
M240200007800,UR
M240200007700,UR
M240200007600,UR
M240200007500,UR
M240200007400,UR
M240280003300,UR
M240280003500,UR
M240280003600,UR
M240280003700,UR
M240280005000,UR
M240280004900,UR
M240280004800,UR
M240280003800,UR
M240280003900,UR
M240280004000,UR
M240280004100,UR
M240280004200,UR
M240280004300,UR
M240280004400,UR
M240280004700,UR
M240280004600,UR
M240280004500,UR
M240280005600,UR
M240280005500,UR
M240280005400,UR
M240280007100,UR
M240280007000,UR
M240280006901,UR
M240280005700,UR
M240280005800,UR
M240280005900,UR
M240280006000,UR
M240280006100,UR
M240280006200,UR
M240280006300,UR
M240280006400,UR
M240280006901,UR
M240280006900,UR
M240280006800,UR
M240280006700,UR
M240280006600,UR
M240280006500,UR
M240290000100,RC
M240290000200,RC
M240290004300,RC
M240290004200,RC
M240290004100,RC
M240290004400,RC
M240290004500,RC
M240290004600,RC
M240290000300,CB
M240290000400,CB
M240290000500,CB
M240290000600,CB
M240290000700,CB
M240290000800,CB
M240290000900,CB
M240290001000,CB
M240290001100,CB
M240290001200,CB
M240290001300,CB
M240290001400,CB
M240290001500,CB
M240290001600,CB
M240290004000,CB
M240290003900,CB
M240290003901,CB
M240290003800,CB
M240290003700,CB
M240290003600,CB
M240290003500,CB
M240290003400,CB
M240290003300,CB
M240290003200,CB
M240290003100,CB
M240290003000,CB
M240290004700,CB
M240290004800,CB
M240290004900,CB
M240290005000,CB
M240290005100,CB
M240290005200,CB
M240290005300,CB
M240290005400,CB
M240290005500,CB
M240290005600,CB
M240290005700,CB
M240290005800,CB
M240290005900,CB
M240290006000,CB
M240290006100,CB
M240290002800,CB
M240290001700,CB
M240290001800,CB
M240290001900,CB
M240290002000,CB
M240290002100,CB
M240290002900,CB
M240290002600,CB
M240290002700,CB
M240290002500,CB
M240290002400,CB
M240290002300,CB
M240290002200,CB
M240290006400,CB
M240290006500,CB
M240290006300,CB
M240290006200,CB
M240290006600,CB
M240290006700,CB
M240290006900,CB
M240290007200,CB
M240290007100,CB
M240290007300,CB
M240310032000,SR
M240300007000,SR
M240300006800,RC
M240300006700,RC
M240300005500,CB
M240300005400,CB
M240300005300,CB
M240310011000,SR
M240310011100,SR
M240310011200,SR
M240310011300,SR
M240310011400,SR
M240310011500,SR
M240310011600,SR
M240310011800,SR
M240310011900,SR
M240310012000,SR
M240310012200,SR
M240310012400,SR
M240310013900,SR
M240310013800,SR
M240310013700,SR
M240310013600,SR
M240310013500,SR
M240310013400,SR
M240310013300,SR
M240310013200,SR
M240310013000,SR
M240310013100,SR
M240310012900,SR
M240310012800,SR
M240310012700,SR
M240310012600,SR
M240310012500,SR
M240310020601,SR
M240310018200,SR
M240310018300,SR
M240310018400,SR
M240310018500,SR
M240310018600,SR
M240310018700,SR
M240310018800,SR
M240310018900,SR
M240310019000,SR
M240310019100,SR
M240310019200,SR
M240310019300,SR
M240310019400,SR
M240310020800,SR
M240310020700,SR
M240310020600,SR
M240310020500,SR
M240310020400,SR
M240310020300,SR
M240310020200,SR
M240310020100,SR
M240310020000,SR
M240310019900,SR
M240310019800,SR
M240310019700,SR
M240310019600,SR
M240310019500,SR
M240310023600,SR
M240310023700,SR
M240310023800,SR
M240310023900,SR
M240310024000,SR
M240310024100,SR
M240310024200,SR
M240310024300,SR
M240310024400,SR
M240310024500,SR
M240310024600,SR
M240310026200,SR
M240310026100,SR
M240310026000,SR
M240310025900,SR
M240310025800,SR
M240310025700,SR
M240310025600,SR
M240310025500,SR
M240310025400,SR
M240310025300,SR
M240310025100,SR
M240310025200,SR
M240310028400,SR
M240310028500,SR
M240310028600,SR
M240310028700,SR
M240310028800,SR
M240310028900,SR
M240310029000,SR
M240310029100,SR
M240310029200,SR
M240310029300,SR
M240310029400,SR
M240310029401,SR
M240310029500,SR
M240310030900,SR
M240310030800,SR
M240310030700,SR
M240310030600,SR
M240310030500,SR
M240310030400,SR
M240310030300,SR
M240310030200,SR
M240310030100,SR
M240310030000,SR
M240310029900,SR
M240310029800,SR
M240300007100,UR
M240300007300,UR
M240300007200,UR
M240300007400,UR
M240300007500,UR
M240300007600,UR
M240300007700,UR
M240300007800,UR
M240300007900,UR
M240300008000,UR
M240300008100,UR
M240300008101,UR
M240300008200,UR
M240300008300,UR
M240300023800,UR
M240300023700,UR
M240300023600,UR
M240300023500,UR
M240300023400,UR
M240300023300,UR
M240300023200,UR
M240300023100,UR
M240300023000,UR
M240300022900,UR
M240300022800,UR
M240300021700,UR
M240300021800,UR
M240300021900,UR
M240300022000,UR
M240300022100,UR
M240300022200,UR
M240300022300,UR
M240300022400,UR
M240300022500,UR
M240300022600,UR
M240300021600,UR
M240300021500,UR
M240300021400,UR
M240300021300,UR
M240300021200,UR
M240300021100,UR
M240300021000,UR
M240300020900,UR
M240300020800,UR
M240300020700,UR
M240300019600,UR
M240300019700,UR
M240300019800,UR
M240300019900,UR
M240300020000,UR
M240300020100,UR
M240300020200,UR
M240300020300,UR
M240300020400,UR
M240300020500,UR
M240300020600,UR
M240300019500,UR
M240300019400,UR
M240300019300,UR
M240300019200,UR
M240300019100,UR
M240300019000,UR
M240300018900,UR
M240300018800,UR
M240300018700,UR
M240300018600,UR
M240300017000,UR
M240300016900,UR
M240300017100,UR
M240300017200,UR
M240300017300,UR
M240300017400,UR
M240300017500,UR
M240300017600,UR
M240300017700,UR
M240300017800,UR
M240300017900,UR
M240300018000,UR
M240300018100,UR
M240300018200,UR
M240300016800,CB
M240300016700,CB
M240300016600,CB
M240300016500,CB
M240300016400,CB
M240300016300,CB
M240300016200,CB
M240300016100,CB
M240300016000,CB
M240300015900,CB
M240300015800,CB
M240300015700,CB
M240300015600,CB
M240250002500,SR
M240250002600,SR
M240250002700,SR
M240250002800,SR
M240250006400,SR
M240250006300,SR
M240250006200,SR
M240250006100,SR
M240250003000,SR
M240250003100,SR
M240250003200,SR
M240250003300,SR
M240250003400,SR
M240250003500,SR
M240250006000,SR
M240250005900,SR
M240250005800,SR
M240250005700,SR
M240250005600,SR
M240250005500,SR
M240250005400,SR
M240250005300,SR
M240250005200,SR
M240250005100,SR
M240250008000,SR
M240250008100,SR
M240250008200,SR
M240250008300,SR
M240250008400,SR
M240250012300,SR
M240250012200,SR
M240250012100,SR
M240250012000,SR
M240250011900,SR
M240250011800,SR
M240250011700,SR
M240250011600,SR
M240250011500,SR
M240250011400,SR
M240250012400,SR
M240250012500,SR
M240250012600,SR
M240250012700,SR
M240250012900,SR
M240250012800,SR
M240250013000,SR
M240250013100,SR
M240250013200,SR
M240250013300,SR
M240250013400,SR
M240250013500,SR
M240250013600,SR
M240250017100,SR
M240250017000,SR
M240250016900,SR
M240250016800,SR
M240250016700,SR
M240250016600,SR
M240250016500,SR
M240250016400,SR
M240250016300,SR
M240250016200,SR
M240250016100,SR
M240250016000,SR
M240250015900,SR
M240250015901,SR
M240250015800,SR
M240250015801,SR
M240240011700,SR
M240240000100,SR
M240240000200,SR
M240240000300,SR
M240240000400,SR
M240240000500,SR
M240240000600,SR
M240240000700,SR
M240240000800,SR
M240240000900,SR
M240240001000,SR
M240240001100,SR
M240240001200,SR
M240240006600,SR
M240240006500,SR
M240240006400,SR
M240240006300,SR
M240240006200,SR
M240240006100,SR
M240240006000,SR
M240240005900,SR
M240240005800,SR
M240240005700,SR
M240240005600,SR
M240240005500,SR
M240240005400,SR
M240240005300,SR
M240250008500,SR
M240250008600,SR
M240250008700,SR
M240250008800,SR
M240250008900,SR
M240250009000,SR
M240250009100,SR
M240250011300,SR
M240250011200,SR
M240250011100,SR
M240250011000,SR
M240250010900,SR
M240250010800,SR
M240250010700,SR
M240250009200,SR
M240250009300,SR
M240240002201,SR
M240240002200,SR
M240250009400,SR
M240250009400,SR
M240240002300,SR
M240240002300,SR
M240250009500,SR
M240250009500,SR
M240250009600,SR
M240250013700,SR
M240250013800,SR
M240250013900,SR
M240250014000,SR
M240250014100,SR
M240250014200,SR
M240250014300,SR
M240250009200,SR
M240250009300,SR
M240240002200,SR
M240250009400,SR
M240240002300,SR
M240250009500,SR
M240250009600,SR
M240250015700,SR
M240250015600,SR
M240250015500,SR
M240250015400,SR
M240250015300,SR
M240250015200,SR
M240250015100,SR
M240240002400,SR
M240240001300,SR
M240240001500,SR
M240240001600,SR
M240240001700,SR
M240240001800,SR
M240240001900,SR
M240240002000,SR
M240240002100,SR
M240240005200,SR
M240240005100,SR
M240240005000,SR
M240240004900,SR
M240240004800,SR
M240240004700,SR
M240240004600,SR
M240240004500,SR
M240240004400,SR
M240240004300,SR
M240240004200,SR
M240240004100,SR
M240240002400,SR
M240250015000,SR
M240250014900,SR
M240250014800,SR
M240250014700,SR
M240250014600,SR
M240250014500,SR
M240250014400,SR
M240250014400,SR
M240250014500,SR
M240250014600,SR
M240250014700,SR
M240250014800,SR
M240250014900,SR
M240250015000,SR
M240240002500,SR
M240240002600,SR
M240240002700,SR
M240240002800,SR
M240240002900,SR
M240240003000,SR
M240240004000,SR
M240240003900,SR
M240240003800,SR
M240240003700,SR
M240240003600,SR
M240240003500,SR
M240250010600,SR
M240250010600,SR
M240250010400,SR
M240250010500,SR
M240250010400,SR
M240250010500,SR
M240240003300,SR
M240240003400,SR
M240120017700,UR
M240120017600,UR
M240120017500,UR
M240120017400,UR
M240120011000,UR
M240120011100,UR
M240120011200,UR
M240120010800,UR
M240120010900,UR
M240120010700,UR
M240120005300,UR
M240120005400,UR
M240120005500,UR
M240120005600,UR
M240120005200,UR
M240120005100,UR
M240120005000,UR
M240120004900,UR
M240120000100,UR
M240120000200,UR
M240120000300,UR
M240120000400,UR
M240120017300,UR
M240120017200,UR
M240120011300,UR
M240120011400,UR
M240120011500,UR
M240120010600,UR
M240120010500,UR
M240120010300,UR
M240120010400,UR
M240120010200,UR
M240120005700,UR
M240120005800,UR
M240120006000,UR
M240120005900,UR
M240120004800,UR
M240120004700,UR
M240120004600,UR
M240120000500,UR
M240120004500,UR
M240120004400,UR
M240120000600,UR
M240090009900,UR
M240090005600,UR
M240090009800,UR
M240090005700,UR
M240120016800,UR
M240120016700,UR
M240120011600,UR
M240120011700,UR
M240120011800,UR
M240120010100,UR
M240120010000,UR
M240120009900,UR
M240120009800,UR
M240120006100,UR
M240120006200,UR
M240120006300,UR
M240120004300,UR
M240120004200,UR
M240120004100,UR
M240120000700,UR
M240120000800,UR
M240120000900,UR
M240120001000,UR
M240090009700,UR
M240090009600,UR
M240090009500,UR
M240090009400,UR
M240090005800,UR
M240090006000,UR
M240090005900,UR
M240090006100,UR
M240090006200,UR
M240120016400,UR
M240120016300,UR
M240120016200,UR
M240120016100,UR
M240120015800,DE
M240120016000,UR
M240120015900,DE
M240120015701,DE
M240120015700,DE
M240120015601,UR
M240120015600,DE
M240120015500,DE
M240120011900,UR
M240120012000,UR
M240120012200,DE
M240120012100,DE
M240120003900,UR
M240120003600,UR
M240120003800,UR
M240120001100,UR
M240120001200,UR
M240120003500,DE
M240120001400,UR
M240120001300,UR
M240090009300,UR
M240090009200,UR
M240090009100,UR
M240090006300,UR
M240090006400,UR
M240090008900,UR
M240090009000,UR
M240090008700,UR
M240090008800,UR
M240090006700,UR
M240090006600,UR
M240090006500,UR
M240060002900,UR
M240060002900,UR
M240090005000,UR
M240090004900,UR
M240090004700,UR
M240090004800,UR
M240090000300,UR
M240090000400,UR
M240090000500,UR
M240090000600,UR
M240060006800,UR
M240060002901,UR
M240060006700,UR
M240060006600,UR
M240060006500,UR
M240060003100,UR
M240060003000,UR
M240090004500,UR
M240090004600,UR
M240090000700,UR
M240090004400,UR
M240090004300,UR
M240090004200,UR
M240090000900,UR
M240090000800,UR
M240060006400,UR
M240060006300,UR
M240060003300,UR
M240060003200,UR
M240060006200,UR
M240060006100,UR
M240060006000,UR
M240060003400,UR
M240060003500,UR
M240060002700,UR
M240060000300,UR
M240060002600,UR
M240060002500,UR
M240060002400,UR
M240060000500,UR
M240060000400,UR
M240090004100,UR
M240090004000,UR
M240090003900,UR
M240090003800,UR
M240090001000,UR
M240090001100,UR
M240090003700,UR
M240090003600,UR
M240090001300,UR
M240090001200,UR
M240060005900,UR
M240060003601,UR
M240060003600,UR
M240060005800,UR
M240060005700,UR
M240060003800,UR
M240060003700,UR
M240060002300,UR
M240060002200,UR
M240060000600,UR
M240060000700,UR
M240060002100,UR
M240060002000,UR
M240060000900,UR
M240060000800,UR
M240120015400,DE
M240120015300,DE
M240120015200,DE
M240120015100,DE
M240120015000,DE
M240120014900,DE
M240120014800,DE
M240120014700,DE
M240120014600,DE
M240120012500,DE
M240120012400,DE
M240120012300,DE
M240120012600,DE
M240120012900,DE
M240120012800,DE
M240120012700,DE
M240120003400,DE
M240120003300,DE
M240120003200,DE
M240120003100,DE
M240120001600,UR
M240120001500,UR
M240120001900,DE
M240120001800,DE
M240120001700,DE
M240090008400,UR
M240090008600,UR
M240090008500,UR
M240090008300,UR
M240090008200,DE
M240090006900,UR
M240090006800,UR
M240090007000,UR
M240090007100,DE
M240120008700,DE
M240120008800,DE
M240120008900,DE
M240120008600,DE
M240120008601,DE
M240120008400,DE
M240120008300,DE
M240120007700,DE
M240120007600,DE
M240120007500,DE
M240120007800,DE
M240120008200,DE
M240120007900,DE
M240120008100,DE
M240120008000,DE
M240120003000,DE
M240120002900,DE
M240120002800,DE
M240120002901,DE
M240120002700,DE
M240120002600,DE
M240120002500,DE
M240120002400,DE
M240120002100,DE
M240120002200,DE
M240120002300,DE
M240090008100,DE
M240090008000,DE
M240090007800,UR
M240090007700,UR
M240090007900,UR
M240090007200,UR
M240090007300,UR
M240090007600,UR
M240090007500,UR
M240090007400,UR
M240080008800,UR
M240080008700,I
M240080004700,UR
M240080004500,UR
M240080004600,UR
M240080004800,UR
M240080004900,UR
M240110008600,I
M240110008500,CB
M240110008400,CB
M240110008300,CB
M240110000600,UR
M240080008600,I
M240080008500,I
M240080005000,UR
M240080008400,UR
M240080008300,UR
M240080005300,UR
M240080005100,I
M240080005200,UR
M240110008200,CB
M240110008100,CB
M240110008000,CB
M240110007900,CB
M240110007800,CB
M240110007700,CB
M240110000900,UR
M240110001000,UR
M240110001100,UR
M240110000700,UR
M240110000800,UR
M240110001200,UR
M240110001400,UR
M240110001300,UR
M240080008200,UR
M240080008100,UR
M240080008000,UR
M240080007900,UR
M240080007800,UR
M240080007700,UR
M240080007701,UR
M240080005500,UR
M240080005400,UR
M240080005600,UR
M240080005700,UR
M240110020300,UR
M240110020500,UR
M240110020400,UR
M240110020200,UR
M240110020100,UR
M240110018300,UR
M240110018200,UR
M240110018400,UR
M240110018500,UR
M240110018600,UR
M240110016100,UR
M240110016200,UR
M240110016000,UR
M240110015900,UR
M240110010600,UR
M240110010500,CB
M240110010700,UR
M240110010800,UR
M240110010900,UR
M240110007600,CB
M240110007500,CB
M240110007400,CB
M240110007300,CB
M240110001500,UR
M240110001600,UR
M240110001800,UR
M240110001700,UR
M240080007500,UR
M240080007600,UR
M240080007400,UR
M240080007300,UR
M240080005800,UR
M240080005900,UR
M240080006100,UR
M240080006000,UR
M240110020000,UR
M240110019900,UR
M240110019800,UR
M240110018700,UR
M240110018800,UR
M240110018900,UR
M240110019001,UR
M240110015700,UR
M240110015800,UR
M240110015500,UR
M240110015400,UR
M240110015300,UR
M240110011100,UR
M240110011000,CB
M240110011200,UR
M240110011300,UR
M240110011400,UR
M240110011500,UR
M240110007200,CB
M240110007001,CB
M240110007100,CB
M240110007000,CB
M240110006900,CB
M240110006800,CB
M240110006700,CB
M240110006600,CB
M240110002000,CB
M240110001900,CB
M240110002200,CB
M240110002100,CB
M240080007200,CB
M240080007100,CB
M240080007000,CB
M240080006200,CB
M240080006300,CB
M240080006400,CB
M240110019700,UR
M240110019600,UR
M240110019400,UR
M240110019100,UR
M240110019000,UR
M240110019101,UR
M240110019200,UR
M240110019300,UR
M240110015100,UR
M240110015200,UR
M240110014700,UR
M240110014800,UR
M240110014900,UR
M240110011700,UR
M240110011600,CB
M240110011800,UR
M240110011900,UR
M240110012000,UR
M240110012100,UR
M240110012200,UR
M240110006500,CB
M240110006400,CB
M240110006300,CB
M240110006200,CB
M240110002500,CB
M240110002400,CB
M240110002300,CB
M240110002600,CB
M240110002700,CB
M240080006900,CB
M240080006800,CB
M240080010800,CB
M240080010700,CB
M240080010600,CB
M240080006600,CB
M240080006500,CB
M240080006700,CB
M240080009100,CB
M240080009000,CB
M240080009200,CB
M240090003500,UR
M240090003400,UR
M240090001500,UR
M240090001400,UR
M240090003202,UR
M240090003200,UR
M240090003300,UR
M240090003201,UR
M240090001700,UR
M240090001600,UR
M240060005600,UR
M240060005500,UR
M240060004100,UR
M240060004000,UR
M240060003900,UR
M240060005400,UR
M240060005300,UR
M240060004200,UR
M240060004300,UR
M240060001900,UR
M240060001800,UR
M240060001700,UR
M240060001100,UR
M240060001000,UR
M240090003000,UR
M240090003100,UR
M240090002200,UR
M240090002000,UR
M240090001900,UR
M240090002100,UR
M240090001800,UR
M240090002900,UR
M240090002800,UR
M240090002700,UR
M240090002500,UR
M240090002300,UR
M240090002600,UR
M240090002400,UR
M240060005200,UR
M240060005100,UR
M240060005000,UR
M240060004900,UR
M240060004800,UR
M240050003700,UR
M240080004300,UR
M240080004400,UR
M240080004200,UR
M240080000200,UR
M240080000100,UR
M240080000300,UR
M240080000400,UR
M240080004100,UR
M240080004000,UR
M240080003800,UR
M240080003900,UR
M240080000500,UR
M240080000600,UR
M240080000800,UR
M240080000700,UR
M240050008400,UR
M240050004400,UR
M240050008300,UR
M240050008200,UR
M240050004700,UR
M240050004600,UR
M240050004500,UR
M240050002800,UR
M240080003700,UR
M240080003600,UR
M240080003500,UR
M240080003400,UR
M240080001000,UR
M240080000900,UR
M240080001100,UR
M240080001001,UR
M240050007800,UR
M240050008100,UR
M240050008000,UR
M240050005000,UR
M240050004900,UR
M240050004800,UR
M240050007900,UR
M240050007700,UR
M240050005200,UR
M240050005100,UR
M240050002400,UR
M240080003200,UR
M240080003300,UR
M240080003100,UR
M240080003000,UR
M240080001300,UR
M240080001301,UR
M240080001200,UR
M240080001500,UR
M240080001400,UR
M240050007600,UR
M240050007500,UR
M240050005400,UR
M240050005300,UR
M240050007400,UR
M240050007300,UR
M240050005600,UR
M240050005500,UR
M240050002300,UR
M240050002200,UR
M240050001100,UR
M240050002100,UR
M240050002000,UR
M240050001200,UR
M240080002900,CB
M240080002700,CB
M240080002600,CB
M240080002500,CB
M240080001800,CB
M240080001700,CB
M240080001600,CB
M240080001901,CB
M240080001900,CB
M240050007200,CB
M240050007100,CB
M240050005800,CB
M240050005700,CB
M240050007000,CB
M240050006900,CB
M240050006800,CB
M240050005900,CB
M240050006000,CB
M240050001800,CB
M240050001300,CB
M240050001900,CB
M240050001800,CB
M240050001300,CB
M240080002400,CB
M240080002300,CB
M240080002200,CB
M240080002100,CB
M240080002000,CB
M240080002002,CB
M240080002001,CB
M240050006700,CB
M240050006600,CB
M240050006500,CB
M240050006100,CB
M240050006200,CB
M240050006300,CB
M240050006400,CB
M240050001700,CB
M240050001400,CB
M240050001600,CB
M240050001500,CB
M240020012000,SR
M240020012001,SR
M240030001401,SR
M240070002401,SR
M240030000800,SR
M240070001702,SR
M240070001701,SR
M240030001108,SR
M240030001107,SR
M240030001104,SR
M240030001105,SR
M240030001106,SR
M240030001103,SR
M240030001102,SR
M240030006501,SR
M240070000501,SR
M240110005101,SR
M240110006100,SR
M240110012800,AR
M240110012700,AR
M240110012600,AR
M240110012300,UR
M240110012400,UR
M240110012500,UR
M240110013401,UR
M240110013402,UR
M240110014600,UR
M240110013403,UR
M240110014500,UR
M240110013400,UR
M240110013300,AR
M240110003800,UR
M240110003900,UR
M240110004600,UR
M240110004000,UR
M240110004100,UR
M240110004200,UR
M240110004300,UR
M240110004500,UR
M240110004400,UR
M240110004700,UR
M240110004800,SR
M240110004900,SR
M240110005000,SR
M240110005001,SR
M240110021400,SU
M240110006001,SU
M240110006000,SU
M240110005901,SR
M240110005900,SR
M240110005800,SR
M240110005700,SR
M240110005600,SR
M240110005500,SR
M240110005400,SR
M240110005300,SR
M240110005200,SR
M240110005100,SR
M240110002800,SR
M240110002900,SR
M240110003000,SR
M240110003100,SR
M240110003200,SR
M240110003401,SR
M240110003400,SR
M240110003500,SR
M240110003600,SR
M240010000800,SR
M240010000700,SR
M240010000500,SR
M240010000600,SR
M240010000400,SR
M240020002900,SU
M240010000100,SU
M240010000200,CB
M240010000200,CB
M240010000300,SR
M240070002400,SR
M240070000100,SR
M240070000200,SR
M240080010300,SR
M240080010400,SR
M240080010200,SR
M240080010100,SR
M240080010000,SR
M240080009900,SR
M240080009800,SR
M240080009700,SR
M240080009300,SR
M240080009400,SR
M240080009500,SR
M240080009600,SR
M240080010900,SR
M240080011000,SR
M240080011001,SR
M240080011100,SR
M240080011200,SR
M240030001000,SR
M240030001100,SR
M240030001101,SR
M240030000210,SR
M240030000209,SR
M240030000208,SR
M240030000207,SR
M240030000206,SR
M240030000205,SR
M240030003800,SR
M240030003700,SR
M240030005300,SR
M240030005301,SR
M240030005400,SR
M240030005500,SR
M240030005600,SR
M240030005700,SR
M240030005800,SR
M240030005900,SR
M240030006000,SR
M240030007500,SR
M240030007601,SR
M240030007600,SR
M240030007403,SR
M240030007401,SR
M240030007402,SR
M240030007400,SR
M240030007300,SR
M240030007301,SR
M240030007200,SR
M240030007100,SR
M240070002500,SR
M240030002600,SR
M240030002601,SR
M240030003400,SR
M240030003100,SR
M240030003300,SR
M240030003000,SR
M240030003200,SR
M240030002900,SR
M240030002800,SR
M240030002700,SR
M240030006100,SR
M240030006200,SR
M240030006300,SR
M240030007000,SR
M240030006900,SR
M240030006800,SR
M240030006400,SR
M240030006500,SR
M240030006600,SR
M240030006700,SR
M240030000204,SR
M240030000203,SR
M240030000202,SR
M240030000211,SR
M240030000212,SR
M240030000213,SR
M240030000214,SR
M240030000215,SR
M240030000216,SR
M240030000217,SR
M240030000218,SR
M240030000219,SR
M240030000230,SR
M240030000229,SR
M240030000228,SR
M240030000227,SR
M240030000226,SR
M240030000225,SR
M240030000224,SR
M240030000223,SR
M240030000222,SR
M240030000221,SR
M240030000220,SR
M240030000201,SR
M240030000100,SR
M240070002200,SR
M240070001300,SR
M240070001400,SR
M240070001500,SR
M240070001600,SR
M240070001700,SR
M240070002100,SR
M240070002000,SR
M240070001900,SR
M240070001800,SR
M240070001000,SR
M240070000900,SR
M240070000800,SR
M240130000202,SR
M240070000400,SR
M240070000500,SR
M240070000300,SR
M240070000600,SR
M240070000700,SR
M240070001100,SR
M240070001200,SR
M240110003700,SR
M240070002300,SR
M240070002800,SR
M240070002900,SR
M240070002700,SR
M240070002600,SR
M240030001200,SR
M240030001500,SR
M240030001400,SR
M240030001300,SR
M240030004900,SR
M240030005000,SR
M240030005200,SR
M240030005100,SR
M240030007800,SR
M240030007700,SR
M240030001700,SR
M240030001601,SR
M240030001900,SR
M240030001800,SR
M240030001600,SR
M240030002002,SR
M240030002001,SR
M240030002100,SR
M240030002000,SR
M240030002200,SR
M240030002401,SR
M240030002400,SR
M240030002300,SR
M240030002501,SR
M240030002500,SR
M240030002502,SR
M240030004800,SR
M240030004802,SR
M240030004803,SR
M240030004801,SR
M240030004700,SR
M240030004501,SR
M240030004601,SR
M240030004600,SR
M240030004500,SR
M240030004101,SR
M240030004100,SR
M240030004400,SR
M240030004000,SR
M240030004300,SR
M240030004200,SR
M240030003900,SR
M240030003500,SR
M240030003600,SR
M240070002500,SR
M240010000101,SU
M240030000101,SR
M240030000102,SR
M240030000103,SR
M240010000601,SR
M240030004805,SR
M240030004806,SR
M240030004804,SR
M240070001501,SR
M240070001502,SR
M240030004701,SR
M240070001503,SR
M240070002502,SR
M240070002501,SR
