fullDate,time,fScale,injuries,fatalities,lengthMiles,widthYards,startLat,startLon,countyFIPS,countyName
1980-06-18,17:45:00.000000,1,0,0,0.5,30,40.2,-102.2,125,Yuma
1982-05-19,17:20:00.000000,2,0,0,3.5,200,39.75,-102.68,125,Yuma
1983-06-12,16:50:00.000000,1,0,0,1.0,50,40.22,-102.2,125,Yuma
1983-06-12,17:00:00.000000,1,0,0,1.0,67,40.1,-102.58,125,Yuma
1984-07-15,12:50:00.000000,1,0,0,0.5,50,40.28,-102.72,125,Yuma
1985-05-27,22:30:00.000000,1,0,0,1.0,40,39.83,-102.23,125,Yuma
1985-05-27,22:31:00.000000,1,0,0,1.0,40,39.83,-102.23,125,Yuma
1985-06-30,20:06:00.000000,1,0,0,2.0,50,40.15,-102.8,125,Yuma
1985-07-31,00:20:00.000000,2,2,0,0.5,40,40.23,-102.55,125,Yuma
1986-05-14,20:35:00.000000,1,0,0,0.5,30,39.6,-102.52,125,Yuma
1986-05-14,20:35:00.000000,1,0,0,0.5,30,39.6,-102.52,125,Yuma
1986-05-14,20:35:00.000000,1,0,0,0.5,30,39.6,-102.52,125,Yuma
1986-07-09,19:00:00.000000,1,0,0,1.0,40,40.1,-102.23,125,Yuma
1987-07-07,21:25:00.000000,1,0,0,0.2,50,40.07,-102.78,125,Yuma
1988-05-19,15:57:00.000000,2,0,0,1.5,73,39.97,-102.38,125,Yuma
1988-08-16,15:15:00.000000,1,0,0,0.5,30,40.08,-102.23,125,Yuma
1988-08-17,17:30:00.000000,1,0,0,1.0,30,40.12,-102.12,125,Yuma
1990-05-15,17:40:00.000000,1,0,0,0.7,50,40.45,-102.72,125,Yuma
1990-06-01,21:05:00.000000,1,0,0,0.5,40,40.15,-102.23,125,Yuma
1994-06-07,19:25:00.000000,2,0,0,7.0,800,39.92,-102.08,125,Yuma
1994-06-08,19:08:00.000000,1,0,0,7.0,200,40.17,-102.55,125,Yuma
1994-06-10,16:03:00.000000,1,0,0,0.5,50,39.7,-102.08,125,Yuma
1994-06-10,16:05:00.000000,1,0,0,0.5,200,39.77,-102.07,125,Yuma
1996-05-22,19:15:00.000000,1,0,0,3.0,100,40.37,-102.1,125,Yuma
2010-06-21,19:10:00.000000,1,0,0,11.84,25,39.9061,-102.428,125,Yuma
